asin,name,height,width,length,weight,quantity
0316311464,The Art of Tough: Fearlessly Facing Politics and Life,1.299999998674,6.199999993676,9.099999990718,1.04999999911948,1
0345418921,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy),0.59842519624,5.29921259302,7.99999999184,0.4500075691944,2
0345466276,Inherit the Wind,0.399999999592,4.099999995818,6.599999993268,0.2,1
0373659679,"Marriage, Maverick Style! (Montana Mavericks: The Baby Bonanza)",0.67,4.25,6.54,0.25,1
0373719655,The Single Dad's Redemption (Aspen Creek Crossroads),0.5905511805,4.330708657,6.692913379,0.2645547144,1
0374399883,Hole in My Life,0.99999999898,4.9999999949,7.699999992146,0.65,1
0385351232,Longbourn,1.49999999847,6.49999999337,9.399999990412,1.3999999999999997,1
0385522045,"Outcasts United: An American Town, a Refugee Team, and One Woman's Quest to Make a Difference",0.799999999184,5.099999994798,7.899999991942001,0.57,2
0393246876,Bellow's People: How Saul Bellow Made Life Into Art,1.49999999847,5.799999994084,8.49999999133,1.04999999911948,8
039330034X,The Loom of Language: An Approach to the Mastery of Many Languages,1.899999998062,4.9999999949,7.399999992452001,1.2499999999999998,2
0393319296,Invisible Monsters: A Novel,0.899999999082,5.49999999439,8.199999991636,0.6,2
039392212X,"Worlds Together, Worlds Apart: A History of the World: 1750 to the Present (Fourth Edition)  (Vol. C)",0.599999999388,8.899999990922,10.99999998878,1.9,2
0399169458,Robert B. Parker's Blind Spot (A Jesse Stone Novel),1.4960629906,6.1417322772,9.2125984158,1.3668520735366416,1
0441172717,Dune,2.399999997552,4.299999995614,7.49999999235,1.05,2
0448190834,The Velveteen Rabbit (Reading Railroad),0.199999999796,7.699999992146,7.699999992146,0.0220460011860748,2
0448455943,Ruby's Cupcakes (Max and Ruby),0.099999999898,7.49999999235,7.99999999184,0.3,1
0470651733,Affiliate Program Management: An Hour a Day,1.199999998776,7.299999992554,9.099999990718,1.55,2
0486478793,American Presidents Sticker Book (Dover Sticker Books),0.199999999796,5.99999999388,7.99999999184,0.05,1
0545119367,Scholastic TF7504 The Farm Magnetic Pattern Blocks,1.49999999847,8.49999999133,11.199999988575998,1.2,3
0553373056,Creating Love: The Next Great Stage of Growth,1.2598425184,5.511811018,8.9763779436,0.97,2
0590450875,I Spy: A Book of Picture Riddles,0.3149606296,9.055118101,12.0472440822,1.1,2
0590452665,The Egg (First Discovery Books),0.399999999592,8.099999991738,8.49999999133,0.7,1
0670832650,Constant Friends: The Victorian Scrapbook of Ophelia B. Clise,0.599999999388,8.099999991738,8.299999991534,0.9,2
0679781595,Overcoming Dyslexia: A New and Complete Science-Based Program for Reading Problems at Any Level,0.99999999898,6.099999993778,8.99999999082,0.55,3
0679882030,Mick Harte Was Here,0.299999999694,5.099999994798,7.399999992452001,0.15,1
0736433937,Lily: Tiana's Helpful Kitten (Disney Princess: Palace Pets) (A Stepping Stone Book(TM)),0.72834645595,5.85039369482,8.42913384967,0.7900044696508,1
0738859176,Demonstrating to Win!: The Indispensable Guide for Demonstrating Software,0.699999999286,5.49999999439,8.399999991432,0.75,2
0743225503,"Not ""Just Friends"": Rebuilding Trust and Recovering Your Sanity After Infidelity",1.199999998776,5.399999994492,8.199999991636,0.85,1
075660561X,Ultimate Sticker Book: Space,0.1574803148,8.267716527,10.8661417212,0.2600131918028,4
0756628652,The Human Body Book (Book & DVD),0.99999999898,10.199999989596,11.899999987861998,3.65,3
0756643007,Baby Touch and Feel: Colors and Shapes (Baby Touch & Feel),1.0236220462,5.2755905458,5.4330708606,0.53,4
0756658845,Boys' Potty Time,0.399999999592,8.099999991737999,8.099999991737999,0.6,2
0756698472,DK Readers L2: LEGO Monster Fighters: Meet the Monsters,0.199999999796,5.699999994186001,8.599999991228,0.1499999998742114,2
0761171894,"Jokelopedia, Third Edition: The Biggest, Best, Silliest, Dumbest Joke Book Ever!",0.8,8.5,10.9,1.35,3
0762445890,"Eat More of What You Love: Over 200 Brand-New Recipes Low in Sugar, Fat, and Calories",1.0999999988780005,7.699999992146,8.99999999082,2.28,14
0763734160,Managing Health Care Business Strategy,0.99999999898,6.099999993778,9.099999990718,1.4,1
0778316424,Swan Point (A Sweet Magnolias Novel) (English Edition),1.0999999988780005,5.299999994594,8.199999991636,0.6999999999999998,1
080362977X,Taber's Cyclopedic Medical Dictionary (Thumb-indexed Version) (Taber's Cyclopedic Medical Dictionary (Thumb Index Version)),2.1999999977560005,5.699999994186001,8.99999999082,3.0499999974422987,1
0815344546,"Essential Cell Biology, 4th Edition",1.299999998674,8.599999991228,10.99999998878,4.3,2
0817318852,Among the Swamp People: Life in Alabamas Mobile-Tensaw River Delta,1.11023621934,6.57086613503,9.12992125053,1.5800089393016,1
082235666X,"Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)",0.99999999898,6.199999993676,9.099999990718,1.35,2
0829413804,"Mary, Mother of Jesus",0.40157480274,8.99999999082,9.90157479305,0.9000151383888,2
0831400684,Satir Step by Step: A Guide to Creating Change in Families,0.699999999286,5.99999999388,9.099999990718,0.88,1
0836217357,The Days are Just Packed: A Calvin and Hobbes Collection,0.599999999388,8.99999999082,11.899999987862,1.35,2
0847846334,Paulo Mendes da Rocha: Complete Works,1.599999998368,10.199999989596,11.299999988474,5.699999995220034,2
0891075615,The Francis A. Schaeffer Trilogy: Three Essential Books in One Volume,1.3999999985719995,6.299999993574,9.099999990718,1.45,4
0895552108,The Dolorous Passion of Our Lord Jesus Christ: From the Visions of Anne Catherine Emmerich,0.899999999082,5.599999994287999,8.399999991432,0.9499999999999998,1
0939343320,Baxter Black's Double CD,0.399999999592,4.899999995002001,5.599999994287999,0.15,2
0976184281,Colds & Flu: A Clinical Doctor/Patient Manual for the Natural Prevention and Treatment of Bacterial,1.299999998674,5.199999994696,8.299999991534,0.4,1
0979738504,Lawyers are Liars: The Truth About Protecting Our Assets,0.99999999898,6.399999993472,9.199999990616,1.4,1
0985455470,Iraqi Air Force Reborn: The Iraqi Air Arms Since 2004,0.2362204722,8.4251968418,11.1811023508,0.7936641432,1
1118477502,Introduction to Electric Circuits,1.4173228332,8.1889763696,10.1574803046,3.8,1
1118533844,Econometrics For Dummies,0.799999999184,7.299999992554,9.099999990718,1.2,4
1118572270,Microeconomics,1.2598425184,7.7952755826,10.1574803046,2.95,2
1119209595,The Ideal Team Player: How to Recognize and Cultivate The Three Essential Virtues,1.0999999988780005,5.49999999439,8.299999991534,0.8499999992871979,3
1133587496,Legal Environment,1.574803148,8.5826771566,10.1574803046,4.321016232470673,1
125002319X,James Madison and the Making of America,1.299999998674,6.099999993778,9.199999990616,1.15,4
1259588688,The McKinsey Edge: Success Principles from the World's Most Powerful Consulting Firm,1.0236220462,6.3779527494,9.2519684945,0.8730216462364568,11
1285094085,Business Communication: Process & Product (Book Only),1.199999998776,8.799999991024002,11.199999988575998,3.6,2
128509655X,Understanding Operating Systems,1.0999999988780005,7.199999992656,9.199999990616,1.9,1
1285454316,Life-Span Human Development,1.199999998776,9.099999990718,10.999999988779999,3.349999997190721,3
1285854950,"Student Solutions Manual for Tan's Applied Calculus for the Managerial, Life, and Social Sciences: A Brief Approach, 10th",0.6999999992859999,8.49999999133,10.699999989086,0.9499999999999998,1
1297643631,"The Hindu-Yogi Science of Breath: A Complete Manual of the Oriental Breathing Philosophy of Physical, Mental, Psychic and Spiritual Development",0.25,6.14,9.21,0.67,2
1401243126,"He-Man and the Masters of the Universe, Vol. 2: Origins of Eternia",0.4724409444,6.4566929068,9.9999999898,0.3968280213493476,1
1402705417,Challenging Logic Puzzles (Mensa®),0.299999999694,5.299999994594,8.099999991737999,0.25,29
1416915400,The Luck of the Irish (Ready-To-Read Robin Hill School - Level 1),0.40157480274,6.20078739525,9.09842518757,0.3000050461296,2
1416939210,Z for Zachariah,0.799999999184,4.9999999949,6.699999993166,0.35,2
1419708457,"Rosie Revere, Engineer",0.49999999949,9.299999990514,11.199999988575998,1.15,5
1423101502,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",1.199999998776,5.199999994696,7.49999999235,0.6999999999999998,7
1423472721,Sweeney Todd: Vocal Score,0.899999999082,8.99999999082,11.799999987964,2.4,2
1426300107,"Remember the Alamo: Texians, Tejanos, and Mexicans Tell Their Stories",0.49999999949,9.29921258894,10.29921258792,1.0500176614536,1
1429208384,Calculus: Early Transcendentals,1.799999998164,8.699999991126,10.099999989698,4.999999999999999,2
143368912X,Unashamed,1.0999999988780005,5.799999994084,8.599999991228,1.04999999911948,2
1441820396,Visitors (Pathfinder Series),0.599999999388,5.299999994594,6.699999993166,0.25,2
1449645755,Clinical Practice Guidelines For Midwifery  &  Women's Health,1.3999999985719995,8.399999991432,10.799999988984,3.1,2
1465049487,5 Seconds of Summer 2016 Square 12x12 Bravado,0.1968503935,11.6535432952,11.7322834526,0.6172880326924443,2
1469622491,Lincoln's Autocrat: The Life of Edwin Stanton (Civil War America),1.8897637776,6.4566929068,9.2913385732,2.2046001186074866,1
1476779023,Black Dog Summer: A Novel,0.9448818888,5.9842519624,9.055118101,0.8818400474429946,1
1484725794,The Jungle Book: The Strength of the Wolf is the Pack,1.0999999988780005,5.699999994186001,8.799999991024002,1.149999999035621,4
1501106473,Brooklyn,0.72834645595,5.85039369482,8.42913384967,0.7900044696508,4
1556203292,Teaching in Counselor Education: Engaging Students,0.599999999388,5.899999993982,8.899999990922,0.65,1
1556203322,"Mastering the Art of Solution-Focused Counseling, Second Edition",0.6999999992859999,5.899999993982,8.99999999082,1.1,1
1556523777,"Marco Polo for Kids: His Marvelous Journey to China, 21 Activities (For Kids series)",0.399999999592,8.399999991432,10.899999988882,1.15,2
1557256098,The Joy of Full Surrender (Paraclete Essentials),0.49999999949,5.399999994492,7.899999991942001,0.2,4
1565495306,The Nonprofit World: Civil Society and the Rise of the Nonprofit Sector,0.72834645595,5.85039369482,8.42913384967,0.7900044696508,1
1565856791,Great Masters: Stravinsky- His Life and Music (Great Courses: Fine Arts and Music),0.6999999992859999,5.299999994594,7.49999999235,0.45,8
1567690955,The Holiness of God DVD Collection,0.599999999388,5.299999994594,7.49999999235,0.25,2
1567691803,How Should I Live in This World? (Crucial Questions (Reformation Trust)),0.299999999694,4.49999999541,6.099999993778,0.15,2
157224058X,I Can't Get Over It: A Handbook for Trauma Survivors,0.899999999082,5.99999999388,8.899999990922,1.0,2
1579656684,Cooking with Loula: Greek Recipes from My Family to Yours,1.2598425184,6.7716535364,9.448818888,1.7636800934069836,2
1580538630,"Digital Modulation Techniques, Second Edition (Artech House Telecommunications Library)",2.29921259608,6.20078739525,9.29921258894,2.9000487792528,1
1596951141,Webster's American English Dictionary,1.199999998776,4.099999995818,6.699999993166,0.5,2
1602554196,Jesús te llama: Encuentra paz en su presencia (Spanish Edition),1.0999999988780005,3.99999999592,5.899999993982,0.55,25
161547997X,Excel VLOOKUP Laminated Tip Card: Master VLOOKUP from MrExcel,0.099999999898,8.49999999133,11.099999988678,0.0220460011860748,5
1618688111,"Enemies, Foreign and Domestic: A SEAL's Story",0.49999999949,6.299999993574,8.899999990922,1.4099999988175873,2
1623654726,Heaven and Hell,0.787401574,5.4330708606,8.1102362122,0.4409200237214973,2
1770412638,Van Halen Rising: How a Southern California Backyard Party Band Saved Heavy Metal,0.72834645595,5.85039369482,8.42913384967,0.7900044696508,2
178076829X,Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union,1.2598425184,6.3779527494,8.9763779436,1.3668520735366416,2
1879794500,Betty & Veronica Beach Party (Archie & Friends All-Stars),0.299999999694,5.99999999388,8.799999991024,0.1,1
1880685329,Small Stakes Hold 'em: Winning Big With Expert Play,1.099999998878,5.49999999439,8.49999999133,1.4,1
1936493837,The Complete Cooking For Two Cookbook,1.574803148,8.267716527,10.629921249,3.3,4
1937359581,"If You're Reading This, There's Still Time",0.99999999898,8.699999991126,11.099999988678,2.4,6
1943893004,Justice Falling (The Falling Series),0.72834645595,5.85039369482,8.42913384967,0.7900044696508,2
6041026522,Adopt Me Yellow Color Coded Waterproof Padded Adjustable Non Pull Front and Back Ring Medium Vest Dog Harness Donate To Your Local Charity,0.6999999992859999,2.699999997246,9.399999990412,0.0220460011860748,1
6305327084,Beautiful Girls (Widescreen),0.59842519624,4.9999999949,7.49999999235,0.250004205108,1
812654046X,Materials and Processes in Manufacturing,1.4960629906,8.0314960548,9.9999999898,3.4391761850276787,4
8857206882,Michael Kenna: Images of the Seventh Day,1.181102361,9.7637795176,11.2598425082,3.97,2
B00000IWDE,"Notre Dame Cathedral, 952 Piece 3D Jigsaw Puzzle Made by Wrebbit Puzz-3D",3.299999996634,12.299999987454,17.799999981844,1.8,2
B00000JRRD,Belkin WaveRest Gel Mouse Pad (Black),1.49999999847,8.99999999082,11.599999988168,0.5499999995387752,3
B00001QEAQ,Ty Beanie Babies - Peace Bear,1.6535433054,3.6220472404,7.87401574,0.4409200237214973,1
B00002NCMV,PURDY 144152220 2-Inch Nylox Glide Angle Brush,0.99999999898,2.099999997858,12.49999998725,0.75,2
B000037X0H,Stanley 34-790 100-Foot Open Reel Fiberglass Long Tape Rule,3.09842519369,6.59842519012,11.49999998827,1.4500243896264,6
B00004OCLC,OXO Good Grips Oyster Knife,1.2598425184,4.2519684996,10.4724409342,0.2204600118607486,8
B00004S9AI,PSI Woodworking LR110-3 110-Volt Long Ranger Dust Collector Switch,3.199999996736,5.599999994287999,7.799999992044,1.9,1
B00004Z1TN,Wellington Puritan 34714 Maypole Braid Polypropylene Rope,1.99999999796,3.99999999592,11.99999998776,0.5485542003084,2
B000052XHI,"First Response Early Result Pregnancy Test, 3 tests, Packaging May Vary",1.599999998368,3.299999996634,7.799999992044,0.0220460011675872,4
B000067SR9,"Fellowes 98316 NEATO Slim Jewel Cases, Clear, 25-Pack",6.2204724346,6.299212592,11.023622036,2.160508116235337,1
B000068O8H,HOSA SPEAKER CBL NEUTRIK SPEAKON,0.899999999082,8.99999999082,10.99999998878,1.85,2
B000068ZVQ,The Very Best of Chicago: Only the Beginning,0.53937007819,4.97244093981,5.54724408883,0.1770752888383999,4
B00006IDXJ,"Geographics Burgundy Linen Document Covers, 9.75 x 12.5 Inches, Burgundy Gold Foil, 6 Pack (45333)",0.299999999694,9.699999990106,12.599999987148,0.55,2
B00006JNK2,"Expo 2 Low-Odor Dry Erase Markers, Chisel Tip, 12-Pack, Black",2.1999999977560005,3.099999996838,4.9999999949,0.2999999997484228,2
B00008EUNR,Same,0.53937007819,4.97244093981,5.54724408883,0.1770752888384,2
B00008XPGJ,"Pacon Tru-Ray Construction Paper, 12-Inches by 18-Inches, 50-Count, Light Yellow (103046)",0.49999999949,11.99999998776,17.599999982048004,1.8,1
B00009R68V,"Seal Colormount Tissue - 8 x 10, 25 Sheets",0.399999999592,7.99999999184,11.99999998776,0.3,1
B0000AY9W6,Camco 44412 Wheel Chock - Single,4.5669291292,4.8818897588,7.9527558974,0.4409200237214973,1
B0000CF8YO,"Victorinox 47521 10-Inch Chef's Knife, Black Fibrox Handle",1.199999998776,2.99999999694,15.699999983986,0.4699999996058624,2
B0000CFG5F,Chef's Planet 23-Inch x 16.25-Inch Nonstick Oven Liner,1.49999999847,3.49999999643,19.49999998011,0.4,1
B0000CFNE3,"Cuisinart DCC-1200PRC 12-Cup Replacement Glass Carafe, Black",7.699999992146,8.399999991432,8.49999999133,1.3,1
B0000DD2CX,"Steelex D2480 Nylon Brush Set, 12-Piece",0.599999999388,5.599999994287999,9.799999990004002,0.15,2
B00012TL2A,Intex Easy Set 8-Foot Pool Cover,2.8346456664,9.2125984158,9.9999999898,3.527396192,1
B00013YZ7U,"Dr. Bronner's Fair Trade & Organic Castile Liquid Soap - (Almond, 32 oz)",3.199999996736,3.199999996736,8.899999990922,2.3,2
B00016X7NA,"Aura Cacia Aromatherapy Mineral Bath, Tranquil Chamomile, 16 ounce jar",3.399999996532,3.699999996226,3.699999996226,1.22,1
B00018AONE,Wiha 40010 Magnetizer or Demagnetizer,1.49999999847,3.99999999592,5.99999999388,0.05,1
B0001WB7JK,W.r. Case And Sons Cutlery Case-xx Changer,1.699999998266,3.099999996838,7.199999992656,1.05,2
B0001Z4PSW,If Bix Played Gershwin,0.53937007819,4.97244093981,5.54724408883,0.1770752888384,2
B000255LJ8,Soap - The Complete Second Season,0.90157480223,5.49999999439,7.49999999235,0.6000100922592,1
B00025K0TY,"Tetra 16106 TetraMin Flakes, 7.06-Ounce",3.599999996328,3.99999999592,6.99999999286,0.6,4
B00026BMBI,Pyle PL463BL 4-Inch x 6-Inch 240-Watt 3-Way Speakers,2.899999997042,7.699999992146,9.9999999898,3.15,2
B000277TBE,Yip Yap Breath Freshener For Dogs 12/Pkg Display,1.599999998368,5.099999994798,6.699999993166,1.95,1
B00029MTMQ,Zalman Zm-Mic1 High Sensitivity Headphone Microphone,0.9448818888,1.3385826758,6.299212592,0.0220460011675872,4
B0002AHY6Q,Waterpik Waterflosser Cordless Rechargeable WP-360W,3.49999999643,5.099999994798,8.99999999082,1.3,1
B0002AR3PS,"Exo Terra Heat-Glo Infrared Spot Lamp, 50-Watt/120-Volt",2.5196850368,2.6771653516,4.0157480274,0.0440920023721497,2
B0002CZQEG,Vandoren SM613B T75 Jumbo JAVA Tenor Saxophone Mouthpiece,1.799999998164,1.799999998164,5.99999999388,0.15,1
B0002DHZKS,"Tetra 26160 Whisper Bio-Bag Cartridge, Unassembled, Medium, 12-Pack",3.699999996226,6.099999993778,8.699999991126,0.55,4
B0002UKWHE,Irwin 62132-1/2-Inch by 12-Inch Black Oxide Aircraft Twist Drill Bit,0.29921259812,1.49999999847,15.09842518145,0.6000100922592,1
B0002V23BG,Amco Enameled Aluminum Lemon Squeezer,2.099999997858,3.899999996022,9.899999989902,0.65,2
B0002VAMNW,"Rothco Monty Wool Beret, Green, Small",0.6999999992859999,10.199999989596,10.199999989596,0.0999999999161409,3
B0002YFCWU,"Source Naturals Acetyl L-Carnitine, 250mg, 30 Tablets",1.299999998674,1.599999998368,2.7999999971439995,0.05,2
B00066ISE8,HP 11X (Q6511X) Black High Yield Original LaserJet Toner Cartridge,6.4566929068,12.6771653414,15.2755905356,4.894212259204379,1
B00069PDYI,Stansport Sportsman's Polarshield Emergency Blanket,1.0999999988780005,7.199999992656,11.599999988168,0.8000000000000002,2
B0006GANUK,Once Upon A Forest,0.599999999388,5.299999994594,7.49999999235,0.15,1
B0006HVUSS,"Stanley GS20DT Dual Temperature 4-Inch Glue Sticks, 24-Pack",0.99999999898,4.799999995104,5.299999994594,0.5499999995387752,2
B0006IX87S,Camco 40043 TastePURE Water Filter with Flexible Hose Protector,2.755905509,3.93700787,12.204724397,1.2345760653848885,2
B0006O91EG,Pb4Y-1 Us Navy Sea Search 1/72 Scale,2.5984251942,8.8976377862,14.4881889616,0.9259320498151444,4
B0006TU5BE,SPECO CVC521BC Color Board Camera,3.399999996532,3.799999996124,4.49999999541,0.45,1
B0006VQBTW,"Quartet Magnetic Dry Erase Markers 6PK, Fine Point, Assorted Colors, ReWritables (51-659312Q)",0.6299212592,4.0944881848,5.0393700736,0.1322760070055237,8
B0006VSX7K,"""Tingler for Two"" two-pack of Tingler Head Massagers- In Red Velvet Gift Bags",1.299999998674,7.599999992248,9.9999999898,0.6,1
B00075146W,Blackfield,0.393700787,4.9606299162,5.511811018,0.22,6
B0007KI6OU,Brother Black Toner Cartridge (TN-350),5.0393700736,6.6141732216,14.2519684894,1.7636800934069836,1
B0007KIFK0,Hogan's Heroes - The Complete First Season,1.3999999985719995,5.599999994287999,7.799999992044,0.7499999993710571,1
B0007L1VLO,"BIC Pencil Xtra Sparkle (colorful barrels), Medium Point (0.7 mm), 24-Count",1.299999998674,3.599999996328,6.49999999337,0.0220460011860748,2
B0007LTNXC,"Highland Notes, 3 x 3-Inches, Yellow, 12-Pads/Pack",2.299999997654,3.099999996838,6.099999993778,1.149999999035621,4
B0007TYPYQ,Seymour Duncan JB and Jazz Set Electric Guitar Electronics,2.899999997042,2.99999999694,4.099999995818,0.85,2
B0007Y5HIY,MASSCOOL 80mm Cooling Fan FD08025S1M3/4,1.199999998776,3.399999996532,4.099999995818,0.15,7
B00080ANT0,Makita 798148-7 Clay Spade,0.99999999898,6.299999993574,17.199999982456,3.7,2
B0008GMGZ8,Dough Tools - 5 Piece Assortment,1.49999999847,5.199999994696,8.799999991024002,0.3,1
B0008KLVTQ,Jazz Expression: A Toolbox for Improvisation,0.58267716476,5.41732282912,7.09842518961,0.1833364170792,1
B000936QEM,"Klein Tools 54437 12-Compartment Storage Box, Mid-Size",2.299999997654,9.49999999031,13.599999986128,3.55,2
B00096S49E,For Roseanna,0.58267716476,5.41732282912,7.09842518961,0.1833364170792,1
B0009F3RQA,"Nature's Way Ginkgold Eyes, 60 Tablets",2.1999999977560005,2.299999997654,6.199999993676,0.05,1
B0009GZNIY,Oreck Vacuum Cleaner Bags To Fit Style 713 or type CC Upright Models 8 pk.,1.899999998062,7.899999991942001,13.399999986332,1.3,4
B0009LTA6A,Belkin CAT5E Snagless Patch Cable  RJ45M/RJ45M; 10 Pink,0.599999999388,5.99999999388,8.49999999133,0.05,1
B0009STDOW,"Band-Aid Adhesive Bandages, Sheer, All One Size 40 sterile bandages",0.6999999992859999,2.7999999971439995,4.099999995818,0.0220460011675872,2
B0009ZAA4C,Sangean WR-2 WH HiFi AM/FM-RDS Table-Top Radio (White),7.399999992452001,11.49999998827,12.099999987657998,8.75,2
B000A0C9PO,Fram CA6576 Extra Guard Rigid Panel Air Filter,1.99999999796,4.599999995308,11.399999988372,0.3,3
B000A0LE6O,"NOW Foods Vitamin D-3 1000 IU, 180 Softgels",1.199999998776,1.3999999985719995,3.99999999592,0.1,8
B000A59POM,Midsomer Murders: A Talent for Life / Death and Dreams / Painted in Blood / A Tale of Two Hamlets / Birds of Prey,3.1,5.4,7.7,0.85,1
B000A6Z9B4,ACDelco A1615C Professional Air Filter,1.799999998164,7.399999992452,8.099999991738,0.45,5
B000BD5F7Y,"The Hillman Group 823428 Stainless Steel Flat Head Phillips Sheet Metal Screw, 6-Inch x 1-1/4-Inch, 100-Pack",1.299999998674,2.299999997654,2.599999997348,0.4000000000000001,2
B000BN9CRI,Eclipse Tools 200-009 Pro's Kit Cable Slitter,0.899999999082,4.099999995818,7.49999999235,0.4499999996226342,2
B000BOH91S,Island In The Sun,0.58267716476,5.41732282912,7.09842518961,0.1833364170792,2
B000BPI4K2,"Stanley Ct106T 3/8 Inch Round Crown Cable Staples, Pack of 1000(Pack of 1000)",1.3999999985719995,1.799999998164,5.599999994287999,0.65,4
B000BQ7XQC,"MSA Safety Works 818068 Hard Hat, Yellow",5.99999999388,8.99999999082,10.99999998878,0.8000000000000002,5
B000BQMWQ8,"American Flag 2 1/2 x 4 ft. Nylon SolarGuard Nyl-Glo by Annin Flagmakers, 100% Made in USA with Sewn Stripes, Embroidered Stars and Banner-Style Pole Sleeve.  Model 21850",1.3999999985719995,6.599999993268,9.299999990514,0.45,9
B000C33MI2,FRAM XG7317 ULTRA Spin-On Oil Filter with Sure Grip,2.79921259557,2.90157480019,3.90157479917,0.3000050461296,4
B000C9Q0D0,ACDelco 45D0048 Professional Front Upper Suspension Ball Joint Assembly,3.299999996634,3.699999996226,4.199999995716,1.4,1
B000CCW2V6,Da Vinci and the Code He Lived By (History Channel),0.58267716476,5.41732282912,7.09842518961,0.1833364170792,1
B000CHKIVW,Gates 22902 Upper Radiator Hose,2.199999997756,11.399999988372,16.49999998317,0.95,2
B000CIQY1E,Dorman 090-033 AutoGrade Oil Drain Plug - Pack of 5,1.49999999847,2.599999997348,3.49999999643,0.4,2
B000CIXMNM,Dorman 800-404 Heater Hose Quick Connect,1.3999999985719995,3.399999996532,4.899999995002001,0.25,2
B000CN4ZQK,Edelbrock 1483 Throttle Lever Adapter,1.49999999847,2.99999999694,5.49999999439,0.3499999997064932,3
B000CQJ0DK,TCP 32030 CFL Circle Lamp - 120 Watt Equivalent (only 30w used) Soft White (2700K) T9 Circline Lamp,1.399999998572,8.899999990922,8.899999990922,0.45,6
B000E347DY,Dorman 624-314 Transmission Line,0.99999999898,7.299999992554,14.699999985006,0.35,2
