image,sku,asin,name,quantity,height,width,length,weight,expected_total_qty
../data/bin-images/00010.jpg,B015TC63LI,B015TC63LI,My Little Pony POP and Starter Kits,1,3.49999999643,6.099999993778,6.799999993064,0.7499999993710571,4
../data/bin-images/00011.jpg,B00CXACR1U,B00CXACR1U,BuyCheapCables® (6 Feet) Ultra Slim 2.2mm OD Toslink Optical Digital Audio Cable (6'),2,0.099999999898,6.49999999337,6.99999999286,0.022046001186074866,7
../data/bin-images/00011.jpg,B00NO56G4M,B00NO56G4M,St. Louis Cardinals Fans. Don't Be a Dick Red T-Shirt (3XL),1,0.899999999082,7.99999999184,8.99999999082,0.85,7
../data/bin-images/00011.jpg,B012C8GJBG,B012C8GJBG,"Galaxy S5 Case Wallet,Mulbess [Layered Dandy][Vintage Series][Black] - [Ultra Slim][Wallet Case] - Leather Flip Cover With Credit Card Slot for Samsung Galaxy S5 SV i9600",1,0.5511811018,3.3070866108,5.905511805,0.22046001167587295,7
../data/bin-images/00011.jpg,B01ATYIK7G,B01ATYIK7G,Vergiano Super Bright Flexible Dual Head Clip on LED Reading Light - Clamp Lamp Sensitive Eye Care - Rechargeable USB Desk or Table Lamp - Music Stand Light (BLACK),3,4.0,4.0,4.0,,7
../data/bin-images/00012.jpg,B0041BT21M,B0041BT21M,1 X DVI to DVI LCD Monitor Cable 6 Foot,1,0.599999999388,3.399999996532,9.299999990514001,0.29999999974842284,8
../data/bin-images/00012.jpg,B0087Y5ONE,B0087Y5ONE,Nature's Miracle Non-Stick Antimicrobial Scoop & Caddy (P-82036),2,3.99999999592,6.99999999286,11.49999998827,0.022046001186074866,8
../data/bin-images/00012.jpg,B00V1VSTAA,B00V1VSTAA,"Foot Angel Anti-Fatigue Compression Foot Sleeve for Plantar Fasciitis Relief, Large/X-Large",5,0.99999999898,3.99999999592,6.299999993574,0.10000000000000002,8
../data/bin-images/00014.jpg,B0123H9HME,B0123H9HME,"Organix Grain Free Lamb & Peas Recipe, 4 lb",1,3.49999999643,8.099999991737999,9.599999990208,4.549999996184413,1
../data/bin-images/00015.jpg,B0033UNIQC,B0033UNIQC,Fiskars 8 Inch Premier Softgrip Titanium Straight Scissors (01-004244J),14,0.6999999992859999,3.99999999592,10.49999998929,0.20000000000000004,15
../data/bin-images/00015.jpg,B00E9J3MLM,B00E9J3MLM,"Kitchen Safe: Time Locking Container (White Lid + Clear Base) - 5.5"" Height",1,7.299999992554,7.699999992146,8.799999991024002,2.3500000000000005,15
../data/bin-images/00016.jpg,B0033UNIQC,B0033UNIQC,Fiskars 8 Inch Premier Softgrip Titanium Straight Scissors (01-004244J),11,0.6999999992859999,3.99999999592,10.49999998929,0.20000000000000004,12
../data/bin-images/00016.jpg,B00E9J3MLM,B00E9J3MLM,"Kitchen Safe: Time Locking Container (White Lid + Clear Base) - 5.5"" Height",1,7.299999992554,7.699999992146,8.799999991024002,2.3500000000000005,12
../data/bin-images/00017.jpg,B0033UNIQC,B0033UNIQC,Fiskars 8 Inch Premier Softgrip Titanium Straight Scissors (01-004244J),9,0.6999999992859999,3.99999999592,10.49999998929,0.20000000000000004,10
../data/bin-images/00017.jpg,B00E9J3MLM,B00E9J3MLM,"Kitchen Safe: Time Locking Container (White Lid + Clear Base) - 5.5"" Height",1,7.299999992554,7.699999992146,8.799999991024002,2.3500000000000005,10
../data/bin-images/00018.jpg,0078035198,0078035198,Health Psychology,1,0.99999999898,8.199999991636,10.099999989698,2.6,5
../data/bin-images/00018.jpg,0736433937,0736433937,Lily: Tiana's Helpful Kitten (Disney Princess: Palace Pets) (A Stepping Stone Book(TM)),1,0.72834645595,5.85039369482,8.42913384967,0.7900044696508,5
../data/bin-images/00018.jpg,B006SA39OU,B006SA39OU,"K9 Granola Factory Grain Free Savory Duck with Apple and Cranberry Crunchers, Net WT. 12 oz",1,3.899999996022,3.899999996022,9.899999989902,0.8,5
../data/bin-images/00018.jpg,B00KVP76G0,B00KVP76G0,DualShock 4 Wireless Controller for PlayStation 4 - Glacier White,1,2.49999999745,6.699999993166,7.299999992554,0.75,5
../data/bin-images/00018.jpg,B00YHF3W90,B00YHF3W90,"Retro Fashion Pretty Young 2-Pocket Chef's Apron, Light Blue/Elegant Printing",1,0.1968503935,2.755905509,3.93700787,,5
../data/bin-images/00019.jpg,0062110500,0062110500,The Wig in the Window,1,1.299999998674,5.299999994594,8.299999991534,1.05,5
../data/bin-images/00019.jpg,0590452665,0590452665,The Egg (First Discovery Books),1,0.399999999592,8.099999991738,8.49999999133,0.7,5
../data/bin-images/00019.jpg,B0040JHNAW,B0040JHNAW,Fantasia / Fantasia 2000 (Two movie Collection) (Special Edition),3,1.299999998674,5.399999994492,6.899999992962,0.3499999999999999,5
../data/bin-images/00020.jpg,B00JD5453G,B00JD5453G,"TORCHSTAR 14-Inch 110V Hardwired Multi-function LED Cabinet Light, Warm White",12,1.599999998368,3.99999999592,14.699999985006,1.0,14
../data/bin-images/00020.jpg,B00O35DRI0,B00O35DRI0,"Mellanni Bed Sheet Set - HIGHEST QUALITY Brushed Microfiber 1800 Bedding - Wrinkle, Fade, Stain Resistant - Hypoallergenic - 4 Piece (Cal King, Mocha)",1,3.49999999643,9.799999990004002,10.49999998929,3.4,14
../data/bin-images/00020.jpg,B014ED82A8,B014ED82A8,"(2 Pack) Pantene Pro-V Shampoo, Damage Detox with Mosa Mint Oil, 12.6 Oz. ea.",1,2.8346456664,3.7795275552,8.3464566844,1.949999998364748,14
../data/bin-images/00021.jpg,B00JD5453G,B00JD5453G,"TORCHSTAR 14-Inch 110V Hardwired Multi-function LED Cabinet Light, Warm White",12,1.599999998368,3.99999999592,14.699999985006,1.0,15
../data/bin-images/00021.jpg,B00O35DRI0,B00O35DRI0,"Mellanni Bed Sheet Set - HIGHEST QUALITY Brushed Microfiber 1800 Bedding - Wrinkle, Fade, Stain Resistant - Hypoallergenic - 4 Piece (Cal King, Mocha)",1,3.49999999643,9.799999990004002,10.49999998929,3.4,15
../data/bin-images/00021.jpg,B00T63MY1U,B00T63MY1U,"Choopie CityGrips Single Bar Grip Handle Covers for Stroller/Pram/Buggy Handlebars, Silly Raccoon, Large",1,0.6999999992859999,6.299999993574,12.99999998674,0.022046001186074866,15
../data/bin-images/00021.jpg,B014ED82A8,B014ED82A8,"(2 Pack) Pantene Pro-V Shampoo, Damage Detox with Mosa Mint Oil, 12.6 Oz. ea.",1,2.8346456664,3.7795275552,8.3464566844,1.949999998364748,15
../data/bin-images/00022.jpg,B001F2GDO4,B001F2GDO4,"Rachael Ray Nutrish Natural Dry Dog Food, Beef and Brown Rice Recipe, 6 lbs",1,4.49999999541,9.699999990106,11.399999988372,6.85,5
../data/bin-images/00022.jpg,B00JPVZ2IA,B00JPVZ2IA,Women's Black Studded Fashion Fanny or Waist Pack - fits up to 42 inch waist,2,2.99999999694,5.699999994186001,5.99999999388,0.8000000000000002,5
../data/bin-images/00022.jpg,B00WW4FD3Q,B00WW4FD3Q,"Bandai Hobby HGBF Dom R35 ""Gundam Build Fighters"" Model Kit (1/144 Scale)",1,3.3858267682,7.7165354252,11.8897637674,0.8377480450708449,5
../data/bin-images/00022.jpg,B01GMVAN4S,B01GMVAN4S,Elikeable Modern 3D Frameless Large Wall Clock Style Watches Hours DIY Room Home Decorations (Black1),1,2.299999997654,4.9999999949,15.399999984292,0.7499999993710571,5
../data/bin-images/00023.jpg,B00JPVZ2IA,B00JPVZ2IA,Women's Black Studded Fashion Fanny or Waist Pack - fits up to 42 inch waist,2,2.99999999694,5.699999994186001,5.99999999388,0.8000000000000002,6
../data/bin-images/00023.jpg,B00WW4FD3Q,B00WW4FD3Q,"Bandai Hobby HGBF Dom R35 ""Gundam Build Fighters"" Model Kit (1/144 Scale)",1,3.3858267682,7.7165354252,11.8897637674,0.8377480450708449,6
../data/bin-images/00023.jpg,B00ZQ9A3L6,B00ZQ9A3L6,"BBQ Vegetable Grill Basket - Use as Wok, Skillet, or Smoker - Durable 430 Grade Stainless Steel - Professional Cookware - Barbeque Fish & Diced Meat - by Grillux",1,2.49999999745,11.749999988015,13.599999986128001,1.349999998867903,6
../data/bin-images/00023.jpg,B0163KOK42,B0163KOK42,New - Husmark 32cm Emoji Smiley Emoticon Yellow Round Cushion Pillow Stuffed Plush Soft Toy (Tongue),1,2.0,13.0,13.0,,6
../data/bin-images/00023.jpg,B01GMVAN4S,B01GMVAN4S,Elikeable Modern 3D Frameless Large Wall Clock Style Watches Hours DIY Room Home Decorations (Black1),1,2.299999997654,4.9999999949,15.399999984292,0.7499999993710571,6
../data/bin-images/00024.jpg,B019GAUUAE,B019GAUUAE,"6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED",1,5.399999994492,8.199999991636,11.99999998776,2.7999999976519456,1
../data/bin-images/00025.jpg,B003JNZWIU,B003JNZWIU,Mueller Underwrap - PreWrap for Athletic Tape / Taping / Head/Hair Bands - Rainbow Assorted Colors - 12 pack,1,2.7999999971439995,8.99999999082,12.199999987556,1.3999999999999997,2
../data/bin-images/00025.jpg,B019GAUUAE,B019GAUUAE,"6 PACK- BR30 LED 11WATT (65W Equivalent), 3000K Warm White, DIMMABLE, Indoor/Outdoor Lighting, 850 Lumens, Flood Light Bulb, UL & ENERGY STAR LISTED",1,5.399999994492,8.199999991636,11.99999998776,2.7999999976519456,2
../data/bin-images/00026.jpg,B000BN9CRI,B000BN9CRI,Eclipse Tools 200-009 Pro's Kit Cable Slitter,1,0.899999999082,4.099999995818,7.49999999235,0.4499999996226342,6
../data/bin-images/00026.jpg,B001E75QH0,B001E75QH0,Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull),5,1.299999998674,5.49999999439,7.699999992146,0.95,6
../data/bin-images/00027.jpg,B000BN9CRI,B000BN9CRI,Eclipse Tools 200-009 Pro's Kit Cable Slitter,1,0.899999999082,4.099999995818,7.49999999235,0.4499999996226342,9
../data/bin-images/00027.jpg,B001E75QH0,B001E75QH0,Indiana Jones: The Complete Adventure Collection (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull),5,1.299999998674,5.49999999439,7.699999992146,0.95,9
../data/bin-images/00027.jpg,B004S6RKSW,B004S6RKSW,"Hard-to-Find Fastener 014973159535 Swivel HDL Hitch Pin, 1/2 x 6-1/4-Inch",3,0.99999999898,3.6999999962260004,9.699999990105999,0.6999999999999998,9
../data/bin-images/00028.jpg,0205902278,0205902278,Literature and the Writing Process (10th Edition),1,1.199999998776,6.399999993472,9.099999990718,1.7,5
../data/bin-images/00028.jpg,082235666X,082235666X,"Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)",1,0.99999999898,6.199999993676,9.099999990718,1.35,5
../data/bin-images/00028.jpg,178076829X,178076829X,Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union,1,1.2598425184,6.3779527494,8.9763779436,1.3668520735366416,5
../data/bin-images/00028.jpg,B00HPZDLUE,B00HPZDLUE,"Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs",1,3.599999996328,5.49999999439,5.599999994287999,0.8818400467034918,5
../data/bin-images/00028.jpg,B01BVJES3S,B01BVJES3S,Traveler's notebook camel [15193006],1,0.8661417314,5.511811018,9.055118101,0.529104028022095,5
../data/bin-images/00029.jpg,082235666X,082235666X,"Borderland on the Isthmus: Race, Culture, and the Struggle for the Canal Zone (American Encounters/Global Interactions)",1,0.99999999898,6.199999993676,9.099999990718,1.35,3
../data/bin-images/00029.jpg,178076829X,178076829X,Enemy in the East: Hitler's Secret Plans to Invade the Soviet Union,1,1.2598425184,6.3779527494,8.9763779436,1.3668520735366416,3
../data/bin-images/00029.jpg,B00HPZDLUE,B00HPZDLUE,"Mirka 9A-232-100   5-Inch 100 Grit Mesh Abrasive Dust Free Sanding Discs,  Box of 50 Discs",1,3.599999996328,5.49999999439,5.599999994287999,0.8818400467034918,3
../data/bin-images/00030.jpg,0142000663,0142000663,The Grapes of Wrath (Centennial Edition),1,1.3999999985719997,5.99999999388,8.199999991636,1.15,6
../data/bin-images/00030.jpg,1416939210,1416939210,Z for Zachariah,1,0.799999999184,4.9999999949,6.699999993166,0.35,6
../data/bin-images/00030.jpg,B000F49LU6,B000F49LU6,Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament,2,4.49999999541,5.09842519165,7.20078739423,0.4500075691944,6
../data/bin-images/00030.jpg,B008JFUO72,B008JFUO72,Iron Man 3 (DVD + Digital Copy),1,0.599999999388,5.299999994594,7.399999992452001,0.15,6
../data/bin-images/00030.jpg,B009S0VGUG,B009S0VGUG,Tony Roberts: I'm Different,1,0.58267716476,5.41732282912,7.09842518961,0.1833364170792,6
../data/bin-images/00031.jpg,1416939210,1416939210,Z for Zachariah,1,0.799999999184,4.9999999949,6.699999993166,0.35,3
../data/bin-images/00031.jpg,B000F49LU6,B000F49LU6,Kurt Adler Polonaise Heirlooms Handblown Handpainted New York City Collage Ornament,2,4.49999999541,5.09842519165,7.20078739423,0.4500075691944,3
../data/bin-images/00032.jpg,B000J09TBC,B000J09TBC,"Smead TUFF® Expanding File, Monthly (Jan.-Dec.), 12 Pockets, Flap and Elastic Cord Closure, Legal Size, Redrope-Printed Stock (70390)",1,1.299999998674,10.399999989392,15.099999984598,0.9,6
../data/bin-images/00032.jpg,B00451SGZ6,B00451SGZ6,"Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers (Pack of 180)",2,5.49999999439,7.799999992044,11.799999987964,5.109999995714802,6
../data/bin-images/00032.jpg,B00KTZIW3S,B00KTZIW3S,"YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)",2,1.49999999847,11.099999988678,11.899999987862001,1.1,6
../data/bin-images/00032.jpg,B00Z0RLYDK,B00Z0RLYDK,"Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe",1,2.299999997654,11.299999988474,13.399999986332,3.7499999968552853,6
../data/bin-images/00033.jpg,B00451SGZ6,B00451SGZ6,"Coffee-mate Coffee Creamer, Original Liquid Singles, 0.375-Ounce Creamers (Pack of 180)",2,5.49999999439,7.799999992044,11.799999987964,5.109999995714802,5
../data/bin-images/00033.jpg,B00KTZIW3S,B00KTZIW3S,"YOPO New Retro Vintage Casual Women's Backpack School Bag Fashion Travel School PU Leather Handbag ipad bag, four colors avaliable (Blue)",2,1.49999999847,11.099999988678,11.899999987862001,1.1,5
../data/bin-images/00033.jpg,B00Z0RLYDK,B00Z0RLYDK,"Brielle 400 Thread Count Egyptian Cotton Sateen Fine Sheet Set, Queen, Grey Stripe",1,2.299999997654,11.299999988474,13.399999986332,3.7499999968552853,5
../data/bin-images/00034.jpg,B01C84PUYQ,B01C84PUYQ,"Black TOGUARD 2.46"" LCD Full HD 1080P Dashcam Car Dvr Camera,Novatek NT96220,G-sensor,Parking Monitor,Motion Detection,Loop Recording,Night Vision",2,3.49999999643,4.799999995104,5.599999994287999,0.24999999979035234,2
../data/bin-images/00035.jpg,B001DNOV7G,B001DNOV7G,Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve,1,5.399999994492,8.49999999133,10.99999998878,4.4,1
../data/bin-images/00036.jpg,B001DNOV7G,B001DNOV7G,Pfister 00131XA 3-Handle Tub & Shower Rough-In Valve,1,5.399999994492,8.49999999133,10.99999998878,4.4,2
../data/bin-images/00036.jpg,B00VSZS9KY,B00VSZS9KY,"Amy Butler for Welspun ECAB-TW-BT-01 Bath Towel, Wood Fern",1,2.599999997348,9.9999999898,13.699999986026,1.2399999989601478,2
../data/bin-images/00037.jpg,B00F908YU4,B00F908YU4,"12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight",1,3.99999999592,5.699999994186001,5.799999994084,0.6999999999999998,3
../data/bin-images/00037.jpg,B00FMHPX62,B00FMHPX62,DEWALT DWA4214 Oscillating Multi-Material Blade,1,0.599999999388,4.599999995308,6.099999993778,0.15,3
../data/bin-images/00037.jpg,B016CMFESW,B016CMFESW,"2""/5cm Assorted Colors D Shape Spring-loaded Gate Aluminum Carabiner for Home, Rv, Camping, Fishing, Hiking, Traveling and Keychain",1,0.99999999898,3.99999999592,5.299999994594,0.39999999966456384,3
../data/bin-images/00038.jpg,B00F908YU4,B00F908YU4,"12Watt 4-inch High CRI Wet Location Dimmable Retrofit LED Recessed Lighting Fixture, Energy Star UL-classified 75W Equivalent Ceiling Light, 2700K Soft White 650lm Remodel Recessed Downlight",1,3.99999999592,5.699999994186001,5.799999994084,0.6999999999999998,2
../data/bin-images/00038.jpg,B00FMHPX62,B00FMHPX62,DEWALT DWA4214 Oscillating Multi-Material Blade,1,0.599999999388,4.599999995308,6.099999993778,0.15,2
../data/bin-images/00039.jpg,B002SPRFZS,B002SPRFZS,"Toastess THP-432 Electric Single-Coil Cooking Range, White",1,3.799999996124,9.899999989902,9.899999989902,2.3,3
../data/bin-images/00039.jpg,B01AS6O8YO,B01AS6O8YO,Schleich North America Rabbit Hutch with Rabbits & Feed Playset,1,3.299999996634,7.399999992452001,9.899999989902,0.7999999993291277,3
../data/bin-images/00039.jpg,B01CPKVDR6,B01CPKVDR6,Vr Virtual Reality Headset 3D Glasses / Goggles & Bluetooth Controller - All Sizes Apple & Android Smartphones - Immersive 360 HD Superior to Google Cardboard - New Improved 2016 Model Huge Discount,1,5.099999994798,5.599999994287999,7.99999999184,0.9499999992033389,3
../data/bin-images/00041.jpg,B01HNO635G,B01HNO635G,Bvnine Universal Bluetooth Headphones APTX Wireless Stereo Headset with Mic for iPhone and Android,6,1.3,6.3,8.1,0.2625,6
../data/bin-images/00042.jpg,B00NF5EQK2,B00NF5EQK2,Pioneer TSG1645R 6.5-Inch 2-Way 250W Car Speakers,1,3.199999996736,7.399999992452001,13.399999986332,3.05,3
../data/bin-images/00042.jpg,B01FVK4NHY,B01FVK4NHY,*NEW* Azure Bath Mat by Blue Coast Collection! Premium Non slip Bath Mat w/ Mesh Technology Soft Fibers & 50+ suction cups. Mold & Mildew Resistant. Bonus Bath Slippers included. Get yours today!,2,2.5590551155,12.7952755775,15.354330693,1.2345886672,3
../data/bin-images/00043.jpg,B004E6QLD6,B004E6QLD6,Radians JR01B0ID Journey 4 Position Telescoping Temples Glasses with Light Blue Lens,1,1.4173228332,1.968503935,6.3779527494,0.5,11
../data/bin-images/00043.jpg,B00EB7Z6SY,B00EB7Z6SY,Advanced G Shape Police Earpiece Headset PTT Mic for 2-pin Motorola Radio CP040 CP200 XTNi DTR VL50,1,0.599999999388,3.599999996328,4.699999995206,0.05000000000000001,11
../data/bin-images/00043.jpg,B00G9WHN12,B00G9WHN12,Kingston Digital 32GB Data Traveler 3.0 USB Flash Drive - Red (DTIG4/32GB ),1,0.2362204722,3.93700787,4.5275590505,0.044092002335174595,11
../data/bin-images/00043.jpg,B00OZO3XLK,B00OZO3XLK,world trip Fancy Passport Cover,1,,,,,11
../data/bin-images/00043.jpg,B0177KQ806,B0177KQ806,BlueFire® Micro USB to Magnetic Charging Adapter W/LED Cable For Sony Xperia Z1 Z2 Z3 Compact(Blue),1,0.49999999949,2.99999999694,4.399999995512001,0.022046001167587297,11
../data/bin-images/00043.jpg,B01BCZ856C,B01BCZ856C,"Galaxy S7 Edge Case, VRS Design [Crystal Bumper][Rose Gold] - [Clear Cover][Military Protection] For Samsung S7 Edge",6,0.2362204722,3.6220472404,7.9527558974,0.0440924524,11
../data/bin-images/00044.jpg,B000OSZA58,B000OSZA58,BOSS AUDIO MRH7 Marine  Universal Waterproof Radio Cover and Housing,1,4.49999999541,9.599999990208,11.299999988474,3.1,6
../data/bin-images/00044.jpg,B002EAPHKM,B002EAPHKM,Red Vines Black Licorice Twists (4-Pound Jar),1,7.599999992248,7.699999992146,8.99999999082,4.45,6
../data/bin-images/00044.jpg,B0030OVB6A,B0030OVB6A,"American Metalcraft 1004 Funnels, 9.125"" Length, 9.125"" Width, Silver",2,0.6999999992859999,8.399999991432,8.599999991228,0.9499999999999998,6
../data/bin-images/00044.jpg,B00365E1NS,B00365E1NS,Veho VFS-008 Smartfix Scan to SD Stand Alone Slide and Negative Scanner (35mm & 110mm),2,6.2204724346,6.4566929068,10.8661417212,2.336876125723936,6
../data/bin-images/00045.jpg,B019775SYE,B019775SYE,"Midline Lacrosse Logo Crew Socks (Columbia Blue/Navy, Small)",2,1.0,4.0,9.0,,3
../data/bin-images/00045.jpg,B01DDF6WWS,B01DDF6WWS,"iPhone SE Case, araree® [Airfit] Ultra Slim SOFT-Interior Scratch Protection with Perfect Fit for iPhone SE, 5S and 5 (2016) (BLUE(Matt))",1,0.899999999082,3.799999996124,6.799999993064,0.20999999982389603,3
../data/bin-images/00046.jpg,B019775SYE,B019775SYE,"Midline Lacrosse Logo Crew Socks (Columbia Blue/Navy, Small)",1,1.0,4.0,9.0,,2
../data/bin-images/00046.jpg,B01DDF6WWS,B01DDF6WWS,"iPhone SE Case, araree® [Airfit] Ultra Slim SOFT-Interior Scratch Protection with Perfect Fit for iPhone SE, 5S and 5 (2016) (BLUE(Matt))",1,0.899999999082,3.799999996124,6.799999993064,0.20999999982389603,2
../data/bin-images/00048.jpg,B003TS8CS2,B003TS8CS2,"Generac Maintenance Kit, 13kW through 17kW, 990cc Kit (For HSB models prior to 2013)",1,4.699999995206,8.299999991534,8.399999991432,1.6000000000000003,1
../data/bin-images/00049.jpg,B00KGVCJX4,B00KGVCJX4,"Victor M162S Clean Kill Mouse Trap, 2-Pack",2,1.699999998266,5.199999994696,8.99999999082,0.20000000000000004,2
../data/bin-images/00050.jpg,0590450875,0590450875,I Spy: A Book of Picture Riddles,1,0.3149606296,9.055118101,12.0472440822,1.1,4
../data/bin-images/00050.jpg,0836217357,0836217357,The Days are Just Packed: A Calvin and Hobbes Collection,1,0.599999999388,8.99999999082,11.899999987862,1.35,4
../data/bin-images/00050.jpg,B0052AIJT2,B0052AIJT2,"Spring Valley - Fenugreek 610 mg, 100 Capsules",1,2.399999997552,2.399999997552,3.899999996022,0.24999999979035234,4
../data/bin-images/00050.jpg,B01AWAGTU2,B01AWAGTU2,Kingway 2 PCS Patent Laser Toner Cartridge HP 83X CF283X Canon 137 Replacement for HP LaserJet Pro M201dw M255dn Canon imageCLASS MF229dw MF216n Printers,1,4.099999995817999,4.599999995308,13.099999986638,1.7499999985324661,4
../data/bin-images/00051.jpg,0590450875,0590450875,I Spy: A Book of Picture Riddles,1,0.3149606296,9.055118101,12.0472440822,1.1,5
../data/bin-images/00051.jpg,0836217357,0836217357,The Days are Just Packed: A Calvin and Hobbes Collection,1,0.599999999388,8.99999999082,11.899999987862,1.35,5
../data/bin-images/00051.jpg,B0052AIJT2,B0052AIJT2,"Spring Valley - Fenugreek 610 mg, 100 Capsules",1,2.399999997552,2.399999997552,3.899999996022,0.24999999979035234,5
../data/bin-images/00051.jpg,B019ZSNWKW,B019ZSNWKW,Disney Minnie Mouse Travel Outdoor Food Container Insulation Lunch Bag.,1,1.99999999796,7.699999992146,8.799999991024002,0.09999999991614096,5
